@relation Banana-weka.filters.supervised.instance.StratifiedRemoveFolds-S0-N10-F1-weka.filters.supervised.instance.StratifiedRemoveFolds-S34-N2-F2

@attribute A1 numeric
@attribute A2 numeric
@attribute Class {1,2}

@data
-1.768288,1.249808,2
-4.515288,0.369791,2
-5.949523,-7.910028,2
-2.775681,0.62698,2
-3.715387,1.754499,2
-9.21237,-1.913998,2
-6.144514,0.08145,2
-2.351025,0.111193,2
-7.838336,-7.448569,2
-9.19829,-2.571378,2
-2.386578,2.104417,2
-5.115854,1.49496,2
-8.151027,-5.44053,2
-0.958282,1.092231,2
-1.616279,1.722449,2
-7.946344,-2.247735,2
-2.628997,2.052779,2
-7.673347,-1.665651,2
-6.404868,-0.172967,2
-8.549426,-7.132658,2
-2.452906,0.705861,2
-0.270845,0.571031,2
-9.416555,-5.235541,2
-2.058293,0.270322,2
-7.698217,-9.277253,2
-6.405637,-8.223123,2
0.162816,0.548057,2
-5.956504,-8.246867,2
-7.624339,-1.18659,2
-2.227536,-1.221827,2
-7.076369,-7.288459,2
-3.061918,1.748193,2
-0.695372,1.088031,2
-8.216612,-1.807351,2
-9.703707,-4.356486,2
1.023001,-1.364656,2
-10.716559,-0.928645,2
-8.231715,-4.026544,2
-0.368005,1.098149,2
-5.759355,-7.411965,2
0.035053,-0.840528,2
-2.79259,3.206065,2
-6.600726,-2.776775,2
-8.679936,1.321263,2
-6.061394,-8.925856,2
-8.113874,-3.240352,2
-10.291252,-4.274093,2
-4.821242,0.644095,2
-6.969324,-5.407919,2
-7.752105,0.225347,2
-5.986989,-9.335402,2
-8.559746,-5.198781,2
-5.984802,-6.990958,2
-7.704861,-3.969238,2
-7.836924,-7.463948,2
-7.287523,-7.624145,2
-0.495586,0.931921,2
-3.411776,-0.937313,2
-5.934453,1.181034,2
-5.643108,1.247318,2
-8.327024,-4.696815,2
-7.54858,-7.437686,2
-8.747025,-4.541419,2
-2.005995,0.47065,2
-9.131288,-1.266563,2
-7.324656,-6.606699,2
-7.175557,0.134922,2
-2.843904,0.162109,2
