@relation Banana-weka.filters.supervised.instance.StratifiedRemoveFolds-S0-N10-F1-weka.filters.supervised.instance.StratifiedRemoveFolds-S34-N2-F1

@attribute A1 numeric
@attribute A2 numeric
@attribute Class {1,2}

@data
-1.871346,-1.686297,2
-7.533025,-1.550246,2
-5.004175,0.680842,2
-6.008649,0.025107,2
-8.52726,-0.228832,2
-2.360703,0.720758,2
-2.105947,2.576888,2
-6.097093,1.244786,2
-4.189916,1.718406,2
-7.102827,-2.448974,2
-6.891645,-7.332689,2
-7.552687,-7.313539,2
-0.996911,-0.05292,2
-6.718753,-0.242965,2
-4.958112,-0.112345,2
-1.083321,-2.264451,2
-0.539243,0.302087,2
-1.473791,1.613393,2
-5.346791,0.868888,2
-9.10557,-4.964508,2
-6.12462,-0.396259,2
-8.810449,-4.412297,2
-4.396932,0.431383,2
-3.493942,0.399333,2
-9.482715,-0.203829,2
-4.419347,0.672472,2
-2.453722,2.96483,2
-4.620502,1.16182,2
-8.634249,-4.747365,2
-7.369319,-4.810722,2
-7.487513,-4.854669,2
-7.574095,-5.379141,2
-1.966951,1.040351,2
-1.657343,-0.150912,2
-7.90526,-3.159559,2
-0.561005,-2.0116,2
-7.762923,-0.005407,2
-4.298499,1.650066,2
-5.494592,-1.829375,2
-5.231533,0.112288,2
-7.295711,-0.893751,2
-6.508775,0.672157,2
-0.572264,1.03544,2
-5.013572,1.706127,2
-9.261751,-2.044559,2
-0.053464,-0.035221,2
-9.624286,-5.328482,2
-7.387524,-0.160339,2
-8.337177,-1.010824,2
-8.676757,-1.664373,2
-9.025483,-0.221266,2
-9.187149,-3.95297,2
-8.045796,-6.399294,2
-0.985505,2.822373,2
-2.372441,-0.504633,2
-6.53141,0.530928,2
-7.838889,-4.314538,2
-9.706226,-2.513642,2
-0.299607,0.602636,2
-7.816541,-4.689745,2
-12.0269,-1.37826,2
-4.804537,-7.921647,2
-6.493464,-0.953045,2
-8.199089,-3.465438,2
-9.279035,-3.2567,2
-8.478905,-2.174446,2
-8.216335,-4.136738,2
0.621355,-1.456354,2
-7.303264,-7.339031,2
2.2109,-0.634744,2
-2.263186,-0.281774,2
-9.139042,-3.077154,2
-4.845837,1.529009,2
-9.10934,-0.206049,2
1.178597,-0.445482,2
-4.039775,2.061648,2
-2.773508,-0.88888,2
-8.34715,0.648758,2
-10.44364,-4.369837,2
-8.277461,-0.978774,2
-7.962033,-7.026955,2
-8.556293,-5.87333,2
-0.002888,-0.091861,2
-5.070008,0.332914,2
-7.813074,-8.255962,2
-8.662817,-0.188126,2
-1.567701,0.455686,2
1.346768,0.837951,2
-8.185909,-6.739344,2
-8.283416,-6.634206,2
-8.608788,-0.380886,2
-7.718088,-2.755255,2
-7.003619,-0.706447,2
-7.597879,-6.357923,2
-2.182225,0.027609,2
0.427675,-0.31174,2
-4.659317,2.169297,2
-7.991319,0.710673,2
-7.398398,-3.987121,2
-6.500977,0.775272,2
-6.699934,-8.982171,2
-5.352385,-7.615063,2
-7.008418,-5.689508,2
-10.137972,-1.152932,2
1.120927,-0.960102,2
-7.461187,-3.548728,2
-8.374743,-5.854352,2
-9.032109,-0.968953,2
-7.737915,-4.077936,2
-3.077511,1.411367,2
-8.192517,-7.405392,2
-0.098613,-0.205431,2
-1.479765,-0.171463,2
-7.359274,-7.388793,2
-3.607966,1.229331,2
0.506076,-1.074994,2
-9.027679,-1.265639,2
-5.179745,0.19602,2
-6.135646,-0.697406,2
-5.650316,0.277921,2
0.603203,0.134674,2
-8.502727,-1.986022,2
-7.082148,-7.975372,2
-8.448046,-1.632502,2
-8.679507,2.856675,2
-8.491164,-4.331244,2
-8.277296,-7.445257,2
-6.206346,-0.143139,2
-7.780804,-4.62763,2
-4.866861,-0.324138,2
-6.610731,-9.213435,2
-7.440675,-4.830566,2
-6.198371,-9.639595,2
-0.283055,1.628702,2
0.561672,1.364277,2
-1.813468,2.119811,2
-2.255464,2.525395,2
-8.916981,-8.887198,2
-1.044511,0.41714,2
-8.806723,-4.337324,2
-0.160411,0.288914,2
-7.941299,-4.80523,2
-0.524775,0.659717,2
-8.043078,-0.832918,2
-8.026437,-0.77625,2
-1.888541,-0.072476,2
-0.943948,3.060741,2
-9.162683,-3.698978,2
-6.641691,1.371103,2
-2.937951,3.12082,2
-6.259933,-5.884594,2
-3.403724,0.947266,2
-4.969084,2.01982,2
-8.699748,-4.557023,2
-4.203615,0.422129,2
-8.204284,-4.388721,2
-0.154122,-1.169506,2
-1.192199,1.402483,2
-8.2192,0.912526,2
-7.674626,-5.056747,2
-5.200381,1.843178,2
0.587071,-3.059428,2
-4.673927,1.866826,2
-2.727434,3.538749,2
-7.552199,-4.415434,2
-0.587081,-0.609499,2
-4.745885,0.524378,2
-7.131717,-8.199704,2
-2.821094,3.07064,2
-5.259503,-7.555387,2
0.498345,0.18504,2
-5.298604,1.547749,2
-8.877614,-4.403665,2
-5.903568,0.283916,2
-8.315787,-3.674015,2
-8.824993,-3.334808,2
-4.298895,1.681285,2
-8.628046,-1.831214,2
-1.671086,1.365806,2
-6.708878,-7.137332,2
-4.017997,-7.976353,2
-8.456658,-6.04018,2
-2.107656,-1.360322,2
-2.735185,2.703599,2
-7.238092,0.70596,2
-5.69591,1.493529,2
-6.742294,-7.196436,2
-7.716216,-4.447903,2
-8.336898,-6.513199,2
-5.732055,2.677575,2
-8.811862,-5.703074,2
-0.010619,-0.975659,2
-6.36119,0.628722,2
0.06866,-0.702805,2
0.188864,0.342598,2
0.611076,-0.626386,2
