@relation Banana-weka.filters.supervised.instance.StratifiedRemoveFolds-S0-N10-F1-weka.filters.supervised.instance.StratifiedRemoveFolds-S29-N2-F2

@attribute A1 numeric
@attribute A2 numeric
@attribute Class {1,2}

@data
-1.17724,-5.056881,1
3.277605,-2.697755,1
1.325126,-5.028925,1
4.912201,-2.821524,1
-0.84684,-4.656717,1
5.453698,2.868416,1
1.738018,-5.988711,1
1.040908,5.217758,1
2.975619,-3.285478,1
-4.036535,-3.284608,1
0.605456,-4.52865,1
-3.785398,-2.953377,1
4.935452,-3.025551,1
-3.617144,-4.912128,1
3.605666,3.27616,1
-4.745885,0.524378,2
-1.867666,0.248992,2
-7.487513,-4.854669,2
-7.552687,-7.313539,2
-4.036415,1.221929,2
-7.359274,-7.388793,2
-2.453722,2.96483,2
-8.224213,-3.918734,2
-6.423078,-0.636529,2
-6.982635,1.200781,2
2.364328,-2.513116,2
-9.191172,-3.671692,2
-9.518552,-3.286626,2
-2.309463,-0.921737,2
-7.076369,-7.288459,2
-0.959612,0.471902,2
-8.216335,-4.136738,2
-5.982688,-7.600662,2
2.811067,-1.28954,2
-7.750721,0.837041,2
-7.216024,-4.801984,2
-4.712249,-0.099604,2
-9.312559,-3.360193,2
-0.587081,-0.609499,2
-5.808512,0.453271,2
-7.117887,1.513299,2
-2.560383,-0.182314,2
-7.195217,-6.74234,2
-6.206346,-0.143139,2
-9.486376,-3.348023,2
-2.937951,3.12082,2
-0.106529,0.517331,2
-6.910828,-6.850073,2
0.541699,0.688614,2
-7.704861,-3.969238,2
-6.404868,-0.172967,2
-5.392881,0.937464,2
-3.715387,1.754499,2
-0.123131,3.809946,2
-8.49431,-3.728662,2
-9.627823,-7.373911,2
-9.319377,-2.507601,2
-8.172997,-5.203927,2
-2.775681,0.62698,2
-4.860818,1.267009,2
-3.077511,1.411367,2
-6.12462,-0.396259,2
-8.011313,-1.513076,2
-6.508165,-8.943647,2
-7.64717,-7.085699,2
-8.199162,-2.30988,2
-6.742294,-7.196436,2
-1.768288,1.249808,2
-9.703707,-4.356486,2
-1.288581,1.525957,2
-1.044511,0.41714,2
-8.811862,-5.703074,2
-7.797575,1.908616,2
-0.160411,0.288914,2
-2.255464,2.525395,2
-7.008418,-5.689508,2
-6.572999,-8.832083,2
0.611076,-0.626386,2
-5.986989,-9.335402,2
-1.442045,2.577516,2
-6.150672,0.87133,2
-1.291908,-1.076583,2
-8.957023,-0.710683,2
-8.348162,-0.54934,2
-0.036213,-0.018393,2
0.704373,-0.954537,2
-7.681942,-0.416722,2
-6.208692,-8.565404,2
-8.680923,-4.961483,2
-4.969084,2.01982,2
-0.268397,-1.019488,2
0.844241,0.248982,2
-5.080198,-8.592822,2
-7.401357,-1.96263,2
-9.416555,-5.235541,2
-6.802229,2.394101,2
-8.870371,-4.760971,2
-8.702241,-3.58674,2
-8.09018,-2.428593,2
-1.192199,1.402483,2
-8.374957,-3.342637,2
-2.230567,0.330914,2
-1.586902,-0.496995,2
-6.928423,1.53066,2
-5.138622,2.306439,2
-3.871343,2.575021,2
0.486482,0.432447,2
-2.452906,0.705861,2
0.162816,0.548057,2
-3.169516,1.366479,2
-9.10934,-0.206049,2
-7.710344,-2.378607,2
-8.190085,-0.650869,2
-7.264233,-8.611195,2
-8.556293,-5.87333,2
-1.273705,0.146435,2
-7.854584,-3.671301,2
-7.315945,-5.869277,2
0.609086,-1.008851,2
-2.336444,1.615617,2
-9.279035,-3.2567,2
0.775375,-2.996543,2
-7.450122,-4.5665,2
-5.50807,-4.381176,2
-7.96859,-7.06738,2
-6.238491,0.246886,2
-2.026936,2.12605,2
-9.236499,-8.153666,2
-11.258665,-3.451746,2
-5.179494,1.509948,2
-6.690197,-5.998687,2
-9.447416,-2.613761,2
-4.720189,-8.29892,2
-8.797149,-3.69755,2
-7.263643,-3.789481,2
-4.642591,1.933403,2
-4.958112,-0.112345,2
-8.026437,-0.77625,2
-6.615249,-8.7461,2
-6.952834,-0.697493,2
-0.958282,1.092231,2
-8.628046,-1.831214,2
-3.640572,2.568168,2
-5.876196,1.004265,2
-0.022299,-1.467068,2
-6.198371,-9.639595,2
-7.01101,-1.654211,2
-5.541416,1.603555,2
-7.378152,1.000562,2
-0.740997,1.01292,2
-7.398398,-3.987121,2
-7.993173,-1.795056,2
1.120927,-0.960102,2
-6.854682,0.323072,2
-7.738428,-2.448408,2
-6.422916,-7.30744,2
-5.859921,-8.538463,2
-5.903568,0.283916,2
-6.801532,-7.478127,2
-2.107656,-1.360322,2
-2.735185,2.703599,2
-7.648729,1.397164,2
-4.804537,-7.921647,2
-8.559746,-5.198781,2
-6.781101,1.125228,2
-6.493464,-0.953045,2
-0.572264,1.03544,2
-5.700257,-7.42237,2
-8.483459,-7.289339,2
-9.887375,-5.58292,2
-9.227749,-8.839995,2
-4.017997,-7.976353,2
-7.306555,0.560539,2
-5.262,0.729385,2
-2.13763,0.705988,2
-3.263225,1.761797,2
-4.513777,1.655834,2
-2.237285,0.893813,2
-8.700638,-1.209597,2
-1.779215,0.163846,2
-5.991829,-8.608161,2
-8.430707,-4.519209,2
-6.483295,-0.470481,2
-8.699748,-4.557023,2
-3.735411,-0.726895,2
-7.737915,-4.077936,2
-3.055105,1.303152,2
-8.885608,-5.110267,2
-8.847503,-4.096629,2
-9.878985,-2.715233,2
-9.67245,-6.314585,2
-3.061918,1.748193,2
-8.437117,-1.735536,2
-6.603954,-6.68329,2
-4.868196,0.906565,2
-7.597879,-6.357923,2
-3.028703,-0.133245,2
-8.679934,-1.436436,2
-10.716559,-0.928645,2
-1.946563,1.9211,2
-2.242041,0.076092,2
-6.900827,-0.20169,2
-8.451441,-1.952138,2
-7.0979,-7.434059,2
-3.7452,4.687605,2
-7.350656,-5.83944,2
-9.261751,-2.044559,2
-2.986023,-0.101702,2
-5.84157,-9.158601,2
-8.240623,-2.380637,2
-7.752105,0.225347,2
-9.716596,-3.647167,2
-6.98466,-7.312028,2
0.406596,-0.709129,2
-5.653512,2.757308,2
-7.800634,2.094977,2
-6.218516,-9.762097,2
-7.624339,-1.18659,2
-5.934453,1.181034,2
-4.73214,1.150481,2
-7.551401,-1.085509,2
-6.718753,-0.242965,2
0.587071,-3.059428,2
-8.600152,-3.167928,2
-6.280791,-0.414556,2
-0.270845,0.571031,2
-5.624233,0.858401,2
-8.752738,-2.964922,2
-7.916317,1.711644,2
-3.424064,0.082954,2
-9.391019,-2.50131,2
-8.2192,0.912526,2
-1.036635,1.278144,2
-8.806723,-4.337324,2
-9.251119,-9.153332,2
-8.710099,-4.053863,2
-8.969969,-6.845985,2
-6.593879,0.277765,2
-8.752897,-2.798491,2
-0.524775,0.659717,2
-7.159626,-1.337955,2
-1.518739,1.380483,2
-9.000939,-4.213839,2
-5.3967,1.768763,2
-8.896231,-5.787369,2
-5.35292,-8.419377,2
-6.439789,-0.508529,2
0.13083,-0.448659,2
-0.010619,-0.975659,2
-0.790256,0.697485,2
0.505018,-0.148154,2
-8.719308,-1.920739,2
-5.546472,-8.371969,2
-0.833225,0.041728,2
-7.946344,-2.247735,2
-5.359642,0.697809,2
-6.315046,0.725719,2
-7.324656,-6.606699,2
-8.586611,-3.672951,2
-1.567701,0.455686,2
0.912364,-0.353413,2
0.035053,-0.840528,2
-9.927417,-2.418614,2
-5.684828,-0.658188,2
-6.521308,0.124942,2
