@relation Banana-weka.filters.supervised.instance.StratifiedRemoveFolds-S0-N10-F1

@attribute A1 numeric
@attribute A2 numeric
@attribute Class {1,2}

@data
-9.763125,-3.301753,2
-5.603722,0.259059,2
-6.909375,1.577945,2
-6.097093,1.244786,2
-4.640759,0.242184,2
-8.146918,-3.586603,2
-7.838889,-4.314538,2
-9.643012,-2.460973,2
-1.734518,-1.277679,2
-5.537126,-6.577778,2
-8.65662,-7.372628,2
-10.073896,-4.680957,2
-3.320157,1.12996,2
-8.772223,-5.698567,2
-2.79259,3.206065,2
-6.969324,-5.407919,2
1.50596,-0.866215,2
-7.00817,0.081067,2
-7.200252,-6.79899,2
-9.015053,-2.434004,2
1.103294,-2.8935,2
-8.192517,-7.405392,2
-9.83529,-3.08798,2
-7.14257,-0.319128,2
-8.742763,-3.663517,2
-1.191199,2.818359,2
-6.254847,0.524988,2
1.180221,-0.085088,2
-4.264745,-7.125776,2
-0.268625,0.389615,2
-7.440675,-4.830566,2
-7.116712,-6.810382,2
-0.996911,-0.05292,2
-9.017944,-3.873325,2
-4.837905,0.514567,2
-6.658447,-8.573004,2
-7.807494,-2.433809,2
-7.449142,-2.349511,2
-8.114967,-6.393685,2
-8.014995,-0.566348,2
-3.702445,2.770253,2
1.039782,-0.129253,2
-0.482834,-2.627045,2
-11.099064,-4.910432,2
-6.997354,-2.979951,2
-4.572743,2.826288,2
-5.779105,0.713535,2
-6.641691,1.371103,2
-0.750448,-2.04178,2
-8.76169,-5.240998,2
0.498345,0.18504,2
-4.845837,1.529009,2
-1.657343,-0.150912,2
-3.173737,0.203254,2
-1.165494,3.13231,2
-8.788831,-2.079867,2
-4.673927,1.866826,2
-6.854344,-7.592684,2
-6.754866,0.34101,2
-7.750017,-7.006896,2
-5.352385,-7.615063,2
-8.636294,-3.409555,2
-8.327024,-4.696815,2
-6.735837,0.222505,2
-4.401257,1.887264,2
-9.659991,-6.150674,2
-6.057759,-7.617208,2
-5.289346,-8.583328,2
-8.850307,-5.572788,2
-6.610731,-9.213435,2
-7.698217,-9.277253,2
-6.259933,-5.884594,2
-3.916344,3.11673,2
-1.203408,1.219304,2
-7.114406,0.943301,2
-2.698135,-0.009156,2
-8.992844,-2.154748,2
-9.526046,-4.70844,2
-0.943948,3.060741,2
-5.179745,0.19602,2
-5.925812,-1.560857,2
-5.822861,-7.186603,2
-8.045796,-6.399294,2
-9.634756,-3.439531,2
-6.667078,-7.875921,2
-4.189916,1.718406,2
-7.018437,-7.058033,2
-7.561997,-6.661385,2
-0.897816,0.985547,2
-8.048022,-2.370556,2
-7.90526,-3.159559,2
-1.683485,2.055149,2
-6.352664,0.094521,2
-8.380408,-1.214756,2
-7.298585,-2.624284,2
-4.204641,0.768269,2
-6.327569,-2.076944,2
-2.227721,-0.08884,2
1.345836,-2.482166,2
-7.994768,-5.182803,2
-2.30774,0.367978,2
-8.211439,-7.345554,2
-0.205833,0.930716,2
3.571573,-2.932298,2
0.664683,0.564215,2
-8.326658,-6.970504,2
-7.606203,-6.27166,2
-8.200095,-1.65676,2
-9.452878,-3.990214,2
-9.351849,-3.045053,2
-8.067814,-7.182643,2
0.561672,1.364277,2
-1.460114,0.065181,2
-6.081041,1.033522,2
-2.168549,1.07744,2
-6.918896,-4.07123,2
-7.884212,-7.011861,2
-8.800451,-7.641059,2
-8.453959,-4.102085,2
-8.916981,-8.887198,2
-0.299607,0.602636,2
-8.336898,-6.513199,2
-2.165679,1.583003,2
-5.146281,-9.084855,2
-4.8953,1.713594,2
-2.526233,1.560335,2
-8.39976,-2.136845,2
-5.609487,-7.249607,2
0.592649,0.431662,2
-4.899442,1.097732,2
0.905365,-1.323663,2
-8.038814,-8.20474,2
-2.7964,1.421199,2
-5.732055,2.677575,2
-7.264091,-4.537653,2
-5.855508,1.729245,2
-9.174311,-3.785218,2
-8.740042,-6.757842,2
-7.690378,-7.369255,2
-7.08767,-7.377731,2
-0.415056,-1.494654,2
-6.437725,-0.638122,2
-3.203491,0.265188,2
-7.576442,-6.992735,2
-3.403724,0.947266,2
-2.727434,3.538749,2
-10.424784,-3.282966,2
-0.154122,-1.169506,2
-3.529849,0.972513,2
-6.760677,-0.437217,2
-8.532146,-1.018661,2
0.06866,-0.702805,2
-4.468985,1.751878,2
-7.114357,0.808073,2
2.380882,-0.76657,2
-9.21237,-1.913998,2
-7.215461,-7.039834,2
-0.002888,-0.091861,2
-7.050221,-6.653804,2
-8.204284,-4.388721,2
-6.8814,-9.554869,2
-8.143866,0.35827,2
-7.175557,0.134922,2
-8.672405,0.235381,2
-8.184521,-4.693624,2
-7.716216,-4.447903,2
-0.876358,0.783872,2
-4.852407,-0.938654,2
-8.277296,-7.445257,2
-8.237097,-0.697276,2
-6.407639,0.724163,2
-7.221242,-5.690195,2
-7.722357,-2.433852,2
-6.855728,-5.494268,2
-5.83028,1.851849,2
-7.403358,-6.827067,2
-8.608788,-0.380886,2
-5.004175,0.680842,2
-2.147954,0.289907,2
1.197736,-2.045807,2
0.261888,-1.375227,2
-8.163507,-0.61868,2
-7.632116,0.046599,2
-5.893603,-8.842735,2
-7.953154,-0.69392,2
-7.175134,-6.871945,2
-5.286423,2.272645,2
-1.827716,0.593078,2
-7.991319,0.710673,2
-8.454948,-1.482844,2
-7.533025,-1.550246,2
-6.17849,1.602098,2
0.578692,-1.880861,2
-1.616279,1.722449,2
-8.629555,-1.446352,2
-8.643513,-1.228889,2
1.156509,-1.542634,2
-7.673347,-1.665651,2
-3.28985,0.901759,2
-2.121908,-0.12028,2
-9.218582,-2.034951,2
-7.942864,-6.798246,2
-8.877614,-4.403665,2
-6.700658,0.689907,2
-3.209884,1.627147,2
-9.636864,-4.908351,2
-1.177053,0.036135,2
-9.574704,-3.495316,2
-9.319881,-3.893803,2
-1.721838,0.635852,2
-1.821344,-1.389778,2
-8.52726,-0.228832,2
-0.69704,-0.294617,2
-0.504773,-0.894288,2
-6.708878,-7.137332,2
-6.011744,1.558335,2
-4.298895,1.681285,2
-4.641907,3.178215,2
-4.874101,1.044162,2
-3.918967,1.834691,2
2.419403,-2.249905,2
-2.754391,0.144828,2
-8.491164,-4.331244,2
-0.315581,-0.090648,2
-9.547001,-1.254467,2
-6.943999,-8.5374,2
-7.723347,0.52926,2
-4.180606,1.228087,2
-9.19829,-2.571378,2
-2.351025,0.111193,2
-5.298604,1.547749,2
-1.966951,1.040351,2
-7.816541,-4.689745,2
-8.448046,-1.632502,2
-5.445764,-5.612605,2
-0.722377,-0.663728,2
-9.18692,-2.510007,2
-5.716956,1.333331,2
-6.487025,0.894252,2
-8.675471,-4.869077,2
-2.806896,1.872184,2
-6.949118,-2.13065,2
-5.494592,-1.829375,2
-5.759355,-7.411965,2
-9.436226,-1.842256,2
-3.493942,0.399333,2
-5.973263,2.107344,2
-6.219242,1.278888,2
-8.124635,-7.216956,2
-7.941299,-4.80523,2
-7.780804,-4.62763,2
-8.362231,-6.044658,2
0.466831,-0.685231,2
-0.053464,-0.035221,2
0.603203,0.134674,2
-10.608493,-5.115616,2
-2.027157,1.550107,2
0.596512,-1.18197,2
-10.44364,-4.369837,2
0.295918,-0.277455,2
-8.549426,-7.132658,2
-6.911288,-8.23243,2
-0.098613,-0.205431,2
-8.462044,-0.995593,2
-8.216612,-1.807351,2
-4.620502,1.16182,2
-1.007153,0.996052,2
-5.650316,0.277921,2
-2.105947,2.576888,2
-3.157576,1.04155,2
-9.706226,-2.513642,2
-6.744013,1.06834,2
-0.142117,-0.791409,2
0.145451,-0.395468,2
-6.136214,-8.519939,2
-9.032109,-0.968953,2
-7.932556,-0.624044,2
-7.583861,-3.835278,2
-8.454159,-1.008869,2
-5.681368,-7.991675,2
-7.136529,-8.276039,2
-6.067732,0.617293,2
-6.723577,-0.008179,2
-7.041615,-0.733084,2
0.697834,-1.305634,2
-5.055606,1.500606,2
0.621355,-1.456354,2
-1.280267,-0.359437,2
-8.805785,-2.790963,2
-2.263186,-0.281774,2
-3.279185,-0.312825,2
-3.136019,0.57238,2
3.790617,1.956695,1
3.76306,1.398,1
5.087926,2.12086,1
3.805229,2.286569,1
2.806985,-3.019489,1
3.49188,1.066681,1
3.631035,0.58161,1
3.277237,3.734449,1
-3.040962,-5.389921,1
4.618582,1.752558,1
6.399537,1.656029,1
5.311712,-2.662192,1
2.54173,-2.24307,1
2.347163,-3.136507,1
-1.385806,-5.100792,1
-4.051754,-3.821567,1
2.797591,-3.490698,1
5.603121,2.626838,1
-1.570343,-6.161951,1
-2.767199,-4.43062,1
4.47279,1.819403,1
-4.882616,-4.857834,1
3.286494,-4.957332,1
-1.969723,-6.799819,1
6.016246,-0.233573,1
-2.460068,-4.815425,1
4.690039,0.853148,1
5.221261,-3.985146,1
3.314662,4.838969,1
4.08952,-1.39136,1
1.849094,-5.828219,1
-1.198695,-6.509093,1
-1.886629,-3.625659,1
3.638562,-5.372387,1
-3.413491,-4.493083,1
2.070307,-3.241071,1
2.834328,-2.712542,1
-5.268853,-3.319077,1
4.747834,-1.987777,1
-3.160496,-2.649209,1
0.916969,-5.917843,1
-5.620352,-5.314716,1
3.71876,0.032668,1
4.991442,0.858713,1
-1.099803,-5.596421,1
-2.747149,-3.792485,1
3.35775,1.440842,1
5.521825,-4.402465,1
-2.659458,-3.212589,1
2.689237,-4.178992,1
2.679979,6.580661,1
-4.585617,-3.892274,1
-1.037175,-3.759979,1
4.498429,2.858412,1
1.700093,-5.89979,1
-4.40093,-3.55006,1
-0.095018,-5.197144,1
-3.001906,-4.429182,1
-6.538408,-3.652999,1
3.435749,2.865566,1
1.295727,2.976391,1
3.942859,1.879124,1
3.758731,-0.732347,1
1.978319,-3.010085,1
-3.028896,-3.812756,1
4.3476,5.012492,1
4.252504,1.450327,1
3.013267,1.143576,1
-4.470117,0.313206,1
2.66185,5.486752,1
0.629852,-3.583212,1
-0.582178,-3.485162,1
-4.985242,-1.841482,1
4.945118,1.215419,1
-3.78692,-2.941322,1
5.361874,-1.827085,1
-0.712202,-3.246598,1
4.48256,-0.964846,1
-3.276847,-5.5713,1
-2.277491,-5.380152,1
-4.487322,-3.49131,1
-3.256842,-2.833446,1
-3.007869,-3.839639,1
1.401275,5.301823,1
-0.593446,-6.352577,1
2.946233,5.462264,1
3.991195,0.710313,1
3.72628,3.932227,1
1.772705,3.977689,1
5.139252,1.633414,1
0.771178,-6.119362,1
-2.99052,-6.473798,1
-4.279568,-3.578909,1
6.292728,0.285761,1
1.571782,-4.022504,1
4.093082,-5.939895,1
2.933757,-3.877136,1
-0.06792,-4.842507,1
-3.68134,-3.191375,1
2.349225,-3.493667,1
-0.757385,-4.606587,1
-6.301838,-3.043099,1
1.083486,-6.446053,1
5.647458,1.722434,1
-1.316916,-5.166637,1
6.272614,2.961766,1
-5.990911,-2.178831,1
-1.513651,-5.13791,1
4.853983,-0.164072,1
5.161674,-1.062655,1
0.762108,-2.820978,1
-3.889371,-3.756754,1
1.938113,-5.351004,1
2.58552,-1.446576,1
3.548489,-1.549786,1
2.791836,-3.544858,1
-2.430902,-4.39778,1
3.865271,-1.459399,1
6.832341,1.120951,1
-4.188895,-4.060024,1
4.049359,-5.781473,1
-3.468736,-2.289426,1
4.788919,-4.069014,1
-3.307334,-4.003442,1
5.342831,-0.346703,1
4.279074,-0.932106,1
-5.872239,-3.448119,1
-0.545687,-2.404205,1
-0.132792,-4.629332,1
5.46263,1.129984,1
5.614265,1.152042,1
3.517171,0.334915,1
-3.160434,-4.750519,1
-1.265546,-5.174574,1
2.573993,-4.419665,1
1.705764,2.830422,1
2.106506,5.415658,1
0.739476,-2.579385,1
-3.128419,-3.294665,1
3.307592,-0.746745,1
1.325741,3.841062,1
4.058053,1.285494,1
6.109565,-1.423556,1
3.017516,3.679982,1
0.375083,-4.485521,1
-3.394017,-2.670225,1
-0.893538,-5.63463,1
1.550078,-2.740372,1
4.187853,-3.791492,1
1.613815,3.917879,1
6.506363,-2.217524,1
1.470741,1.944457,1
4.327368,2.118259,1
4.233349,0.473691,1
-3.970518,-1.996198,1
3.268175,-3.413715,1
-2.092504,-4.226682,1
1.584171,-4.779457,1
1.813869,5.018981,1
-4.242668,-3.133825,1
2.841702,-4.54909,1
4.997365,1.33756,1
1.271182,3.171395,1
-5.099099,-3.646999,1
4.123054,-2.296493,1
-0.609682,-5.870515,1
1.156376,-3.78407,1
-3.663788,-4.515979,1
2.874578,-2.564424,1
3.741286,-2.396904,1
5.396618,4.280272,1
-0.208851,-4.851978,1
-5.741764,-1.949167,1
5.71142,-2.029234,1
0.200594,-4.574901,1
4.18794,-4.636893,1
4.402783,2.883526,1
5.070292,-2.068823,1
3.070478,-3.364078,1
4.134116,-3.625365,1
3.156417,-3.753195,1
-3.532759,-4.860587,1
4.377573,3.072766,1
-0.932933,-6.253226,1
4.567997,2.285941,1
3.4258,-4.688355,1
3.844328,5.233333,1
4.542322,-3.723879,1
5.101918,2.44347,1
-0.319308,-4.164723,1
2.148264,-3.843499,1
4.217262,4.953016,1
-2.268406,-4.401984,1
2.95033,-4.62956,1
-3.264043,-3.074705,1
-0.082751,-5.099006,1
5.585765,0.02822,1
3.335975,4.590611,1
-3.941689,-1.916199,1
-5.438423,-4.120964,1
5.002469,1.937894,1
-4.625866,-2.081586,1
-0.678845,-4.187196,1
3.936402,0.337339,1
2.513091,-6.922192,1
4.350972,4.446311,1
5.247592,0.851841,1
2.295807,-2.77252,1
4.299837,-3.62437,1
-3.489025,-1.319736,1
0.582758,-3.911283,1
4.39299,3.563401,1
0.514941,-5.819888,1
-4.505234,-2.105072,1
2.395013,3.281998,1
5.982299,1.842947,1
-1.21565,-2.197683,1
4.5226,1.699038,1
-3.513327,-4.785307,1
-1.810745,-6.985481,1
1.213632,4.721323,1
4.062564,0.694926,1
-2.695956,-4.541827,1
0.226157,-3.291865,1
3.44672,-6.77501,1
4.433239,-1.470347,1
4.634317,2.132008,1
3.460241,-3.302237,1
0.30142,-5.020077,1
3.456899,2.459874,1
-0.561346,-5.102142,1
4.569122,6.30724,1
1.758052,5.036428,1
5.410161,-1.391107,1
2.173471,5.685519,1
-0.076968,-5.732552,1
2.757078,-4.676496,1
-0.842921,-4.731201,1
5.522341,0.027761,1
-6.238489,-4.773013,1
1.593869,2.725383,1
5.067411,-1.053858,1
0.734436,-3.715746,1
5.530888,-3.853202,1
-4.997141,-3.412152,1
0.577213,-4.68737,1
4.406937,2.595318,1
5.755621,0.656345,1
2.817331,3.50294,1
-3.917535,-1.114915,1
3.924779,-3.760855,1
1.146779,4.606074,1
6.259629,-2.929001,1
-4.204461,-3.170157,1
-3.171855,-4.652853,1
-0.778914,-6.815034,1
3.287122,-1.611755,1
-1.918335,-4.905081,1
-6.721385,-3.80789,1
-2.233183,-2.477994,1
4.242433,0.411314,1
-3.88631,-3.641458,1
3.44071,-3.302037,1
5.128055,1.856661,1
0.768629,4.855762,1
-1.787576,-3.144994,1
0.662037,-6.138833,1
-1.268156,-6.387084,1
2.750876,-3.238585,1
2.270414,3.532137,1
-1.700359,-3.93689,1
-2.596236,-4.305562,1
-1.12518,-4.677679,1
4.627863,3.950635,1
2.083962,-5.081799,1
-2.783848,-4.542964,1
5.686391,2.450074,1
-1.296262,-5.345493,1
4.993313,-3.473154,1
3.914609,1.723999,1
4.828413,-1.112586,1
6.468887,-2.841973,1
2.120158,3.288938,1
2.192301,4.675929,1
4.522664,0.181489,1
5.897749,0.759492,1
-5.006814,-3.423439,1
1.748063,-6.155943,1
-3.276374,-3.463899,1
4.699128,-0.193802,1
-3.554614,-4.483018,1
3.598351,2.593703,1
6.3138,1.918003,1
3.803634,-4.183629,1
-2.611545,-2.739544,1
4.896172,3.197828,1
5.202274,3.723005,1
-0.561922,-4.926275,1
3.273226,5.519672,1
5.755888,-0.976769,1
2.804562,5.950836,1
5.052182,0.624723,1
-4.832931,-1.375359,1
-1.739993,-4.212704,1
-4.712224,-3.585129,1
3.798466,4.423614,1
5.909335,-0.711256,1
1.849832,5.339839,1
5.528335,-0.793844,1
3.069123,3.453165,1
6.205784,-1.076086,1
-1.345146,-4.199763,1
5.888881,-1.872142,1
-3.805953,-2.41152,1
5.435075,-1.439071,1
3.578815,3.667696,1
-4.239349,-1.896273,1
3.111295,-4.399448,1
-0.157567,-5.414572,1
3.816656,-3.68488,1
0.856934,-3.728075,1
-3.037431,-5.540932,1
-0.37217,-6.600467,1
-0.718737,-5.269941,1
2.199732,5.34602,1
1.521657,-4.92031,1
1.947371,3.586825,1
2.845527,-3.341796,1
-4.763909,-2.560575,1
4.24952,-1.956357,1
-2.356348,-3.062665,1
2.719914,-5.541545,1
0.473785,-5.129745,1
4.831299,-2.453543,1
4.924089,2.92662,1
3.052334,1.437637,1
-1.079483,-6.246062,1
3.245984,-4.876616,1
-6.011172,-4.203337,1
4.843382,4.462862,1
3.027631,2.550644,1
-4.187766,-4.285262,1
5.130331,1.745631,1
4.552351,2.675665,1
5.771603,3.260472,1
2.384211,-3.80236,1
1.641427,-4.962637,1
-3.757335,-2.251722,1
5.893157,-2.951654,1
-2.738235,-4.43139,1
2.776825,-2.825655,1
2.635681,5.369407,1
4.762055,-4.073425,1
0.244692,4.795703,1
4.029427,5.760557,1
5.590412,-1.381101,1
4.626657,2.867284,1
-2.655672,-4.342625,1
4.326856,0.336419,1
-3.838908,-3.597021,1
5.792055,-0.428787,1
0.834592,-3.012053,1
0.490079,-5.56424,1
4.896255,-1.885867,1
-2.658549,-4.805128,1
0.995579,5.596467,1
0.017564,-5.467157,1
-3.48995,-4.001216,1
-2.636125,-4.090795,1
4.879004,-2.069526,1
1.383683,-4.572474,1
6.530991,2.397277,1
4.710823,-2.568201,1
3.905975,-3.496219,1
-4.010277,-0.146971,1
2.193864,-5.748503,1
3.615303,3.054109,1
5.179498,2.070569,1
-0.986631,-5.008653,1
4.502455,2.60572,1
-1.681284,-5.460639,1
4.91525,-0.904208,1
2.858819,2.785925,1
-3.424585,-4.357839,1
-3.776637,-3.764688,1
3.790728,2.724238,1
-2.47917,-3.462171,1
3.94815,3.686212,1
4.057764,3.443819,1
2.58266,-3.003764,1
-2.983514,-2.771082,1
-2.839689,-2.364495,1
1.36562,-3.476829,1
2.856351,-4.948752,1
1.482552,-3.429101,1
4.04805,-0.708617,1
-5.869785,-3.32467,1
4.108717,-0.295392,1
4.917699,0.403447,1
2.773021,3.509403,1
3.908343,0.70886,1
0.34173,-4.65696,1
-3.658603,-3.434757,1
2.09237,-3.490171,1
-0.394306,-4.216991,1
4.169011,2.242419,1
2.988815,-0.881977,1
-3.230166,-4.228639,1
-3.694535,-3.017646,1
-7.62088,-2.166763,1
1.999073,-4.745484,1
3.941881,-4.040321,1
0.235572,-4.187424,1
4.188143,-1.727963,1
3.382156,3.845364,1
5.197961,-0.60117,1
3.811115,2.440327,1
4.632227,2.869591,1
-3.711976,-1.987617,1
4.335793,-4.445624,1
3.427721,4.433616,1
0.893851,-5.956062,1
4.226451,-5.347214,1
4.203474,-3.183972,1
4.126356,3.806295,1
1.376436,4.680924,1
5.245484,-3.76807,1
2.473874,3.534823,1
-6.050842,-2.831476,1
1.173328,-4.644939,1
2.278403,-4.892689,1
1.068934,1.350855,1
5.448979,-0.111859,1
-2.660424,-5.164669,1
2.167632,1.916703,1
5.610203,2.610115,1
6.46497,-1.908716,1
2.445887,2.031229,1
2.812059,-2.132786,1
-1.421821,-3.156379,1
-0.38833,4.4332,1
1.456497,-3.798542,1
-4.330676,-1.981345,1
-3.224774,-4.776264,1
-0.882323,-4.681608,1
-3.330892,-2.697562,1
5.992466,0.156726,1
3.657762,-3.187483,1
4.126758,1.03308,1
2.565286,-3.891789,1
1.778214,-3.600945,1
4.605871,3.485027,1
5.653813,-3.455417,1
-5.694099,-2.676054,1
2.663609,-3.158592,1
4.432005,1.653781,1
3.373742,5.930341,1
3.376451,-3.830527,1
-0.117243,-5.223867,1
1.012003,-5.100127,1
4.726202,-0.957436,1
4.366941,-4.950108,1
-1.03874,-5.169577,1
4.546778,-0.704943,1
4.834129,0.169096,1
2.145504,3.367526,1
5.106389,-3.320556,1
-4.560213,-2.960936,1
-5.590969,-3.56608,1
0.350109,3.695878,1
4.573148,-1.355063,1
3.439431,5.234106,1
4.926015,4.58575,1
2.583474,-3.714581,1
-2.360371,-3.997322,1
4.687993,-1.715518,1
-1.500679,-4.616078,1
3.334463,-3.207291,1
-1.342538,-4.972116,1
5.415009,-1.144761,1
-0.192858,-4.835392,1
-0.099365,-5.461349,1
4.441537,-4.088377,1
5.209871,0.462657,1
4.408245,3.627567,1
-3.953395,-0.588816,1
4.940277,2.028187,1
4.227137,-2.202764,1
1.661096,3.63326,1
4.565304,2.71534,1
3.663438,-4.65243,1
1.554906,-3.194969,1
5.424129,0.293692,1
5.224276,-2.257814,1
5.797929,-1.04844,1
-4.122867,-5.284654,1
3.689511,4.736615,1
4.993515,0.840729,1
-3.125518,-3.29573,1
3.41426,4.409763,1
