@relation Banana-weka.filters.supervised.instance.StratifiedRemoveFolds-S0-N10-F1-weka.filters.supervised.instance.StratifiedRemoveFolds-S29-N2-F1

@attribute A1 numeric
@attribute A2 numeric
@attribute Class {1,2}

@data
4.417061,-1.318689,1
6.201498,1.636216,1
-2.410825,-5.164862,1
2.440079,-2.543192,1
4.241886,4.579197,1
4.225782,-1.381042,1
5.192455,-0.736468,1
2.92062,3.141417,1
3.827721,-1.911544,1
-3.285726,-5.843507,1
5.387602,-3.018812,1
-1.04094,-2.671644,1
-5.317231,-2.386744,1
-4.299828,-4.613292,1
-3.548993,-4.122446,1
4.007986,-0.534267,1
-4.770654,-0.865805,1
-2.30446,-1.317315,1
5.132775,0.569988,1
-0.080524,-4.815896,1
-1.193414,-4.0865,1
4.096554,2.712063,1
4.434387,-3.461803,1
5.145626,0.029677,1
0.192099,-4.592836,1
-2.585241,-2.402211,1
-3.580645,-2.345253,1
3.279917,-4.757508,1
4.546637,-1.289292,1
0.606664,-5.243641,1
3.747941,-3.42742,1
-1.908221,-6.295152,1
-0.153574,-4.692884,1
1.216909,-6.865176,1
4.758272,-0.963789,1
2.452762,3.022661,1
2.051257,3.458617,1
2.285937,-4.89171,1
-3.247587,-3.571399,1
-2.026856,-3.460413,1
-4.19563,-2.706039,1
0.987981,-4.428475,1
-1.668254,-5.920283,1
3.773154,-2.537471,1
4.13386,2.594646,1
1.459491,5.520093,1
3.169631,-2.426889,1
5.614299,-0.485139,1
-3.383819,-3.690373,1
2.601556,5.99586,1
-1.519186,-4.074874,1
3.570643,4.547853,1
-5.804327,-2.105492,1
3.567877,2.035196,1
0.128006,-6.025796,1
5.936472,0.470738,1
4.834286,-3.696849,1
0.080715,-3.380374,1
4.992385,3.661695,1
2.342973,-5.518261,1
3.678269,2.349104,1
4.063521,-2.190998,1
-2.848783,-3.816643,1
3.928303,-1.780967,1
2.492848,4.74562,1
3.084493,-4.045619,1
2.815818,-4.690147,1
4.299714,-3.474762,1
3.5667,-1.393247,1
-3.806443,-1.850276,1
-1.295725,-5.110519,1
-5.291076,-3.139124,1
-0.79201,0.360873,2
-3.374167,0.068159,2
-3.190935,1.741005,2
-8.747025,-4.541419,2
-3.068318,1.62419,2
-8.309994,-2.853591,2
-0.548979,0.501552,2
0.194591,-2.253627,2
-2.752101,0.086824,2
-8.374743,-5.854352,2
-7.295711,-0.893751,2
-5.69591,1.493529,2
-7.003619,-0.706447,2
-1.719303,1.098199,2
-2.851666,2.543452,2
-6.135646,-0.697406,2
0.13356,0.48007,2
-8.296562,0.288582,2
-7.461187,-3.548728,2
-3.86744,2.283799,2
-9.805679,-7.084957,2
-6.061394,-8.925856,2
-8.502727,-1.986022,2
-8.283416,-6.634206,2
-11.300527,-7.401843,2
-3.607708,0.75603,2
-7.485652,1.306229,2
-4.659317,2.169297,2
-8.478905,-2.174446,2
-9.379827,-2.002041,2
-0.369165,0.34762,2
-1.784106,1.131148,2
-10.418727,-2.084954,2
-5.984802,-6.990958,2
-6.655283,-7.536078,2
-7.429629,-7.257102,2
-1.688099,0.296828,2
-7.238092,0.70596,2
-6.004713,0.226328,2
-6.409277,-8.779093,2
-0.985505,2.822373,2
-6.348573,1.161901,2
-7.36398,-0.596107,2
-9.482672,-5.540364,2
-5.994328,0.682921,2
-0.309636,2.983223,2
-2.628997,2.052779,2
-6.960824,-1.990392,2
-8.435946,-6.027615,2
-7.531915,-5.110958,2
-6.073517,-0.263967,2
-6.031415,-6.731184,2
1.023001,-1.364656,2
-4.161758,-0.229917,2
-7.777308,-5.49064,2
-5.95056,0.945351,2
0.188864,0.342598,2
-6.428869,-6.823916,2
-7.209773,-6.575425,2
-0.648408,-0.330146,2
-3.411776,-0.937313,2
-8.859485,-3.498179,2
-5.993274,-0.533425,2
-7.414176,-1.163121,2
-7.800677,-2.080928,2
-6.908347,-8.279348,2
-8.89687,-2.240068,2
-8.591414,-2.994312,2
-7.762923,-0.005407,2
1.346768,0.837951,2
-4.866861,-0.324138,2
-3.622859,0.468273,2
-7.508558,-0.613592,2
0.834725,-0.421034,2
-2.773508,-0.88888,2
-4.21676,-6.922328,2
-5.924267,-0.544585,2
-7.387524,-0.160339,2
-8.662817,-0.188126,2
-8.263482,-2.599595,2
-2.521196,1.647425,2
-7.574095,-5.379141,2
-7.513574,-6.479835,2
-5.956504,-8.246867,2
-0.493897,0.8647,2
-2.279529,-1.019191,2
-1.813468,2.119811,2
-4.276003,2.207241,2
-10.619551,-3.187456,2
-3.744879,1.756508,2
-5.453815,-6.493942,2
-1.975995,1.322193,2
-7.584541,-5.172231,2
-0.196624,-0.606578,2
-2.380265,0.245557,2
0.506076,-1.074994,2
-4.079283,-0.86828,2
-0.695372,1.088031,2
-0.921855,0.648192,2
-7.694256,-4.857651,2
-0.539243,0.302087,2
-6.392673,-8.076928,2
-8.121984,-0.870975,2
-1.083321,-2.264451,2
-3.622195,2.326363,2
-1.478834,0.751065,2
-8.337177,-1.010824,2
-6.405637,-8.223123,2
-0.661501,-0.035261,2
-7.89748,-7.842607,2
-1.194333,-1.491529,2
-9.10557,-4.964508,2
-8.34715,0.648758,2
-7.282375,0.752662,2
-9.139042,-3.077154,2
-6.55134,-1.091086,2
-1.479765,-0.171463,2
-6.707941,-0.403369,2
-6.664221,-7.485599,2
0.427675,-0.31174,2
-2.058293,0.270322,2
-7.931046,-6.689402,2
-4.062849,1.286651,2
-8.174311,-1.847146,2
-3.326478,2.926484,2
-0.766229,0.125946,2
-7.822666,-2.969377,2
-5.949523,-7.910028,2
-5.200381,1.843178,2
-5.358134,2.316234,2
0.415496,1.264597,2
-8.960966,-3.974594,2
2.2109,-0.634744,2
-3.525736,2.012189,2
-4.298499,1.650066,2
-6.508775,0.672157,2
-5.651007,-1.46495,2
-8.199089,-3.465438,2
-7.601706,-7.094721,2
0.29477,-1.15488,2
-7.328502,-8.621171,2
-11.197808,-2.201149,2
-9.363522,-1.832724,2
-6.41642,-1.224049,2
-9.236402,-3.125415,2
-0.121645,-1.639668,2
-1.888541,-0.072476,2
-4.459772,-0.140211,2
-4.119895,3.064824,2
-9.310319,-5.852983,2
-6.699934,-8.982171,2
-8.180349,-7.431268,2
-9.171533,-2.67432,2
-2.182225,0.027609,2
-6.136948,1.582901,2
-1.473791,1.613393,2
-9.100133,-2.595102,2
-9.242597,-6.34591,2
1.617938,-2.494032,2
-5.391725,-1.853716,2
-2.938638,1.080029,2
0.332961,-1.061045,2
-8.804556,0.091557,2
-7.838336,-7.448569,2
-2.005995,0.47065,2
-8.16411,-0.508924,2
-1.138971,-0.147315,2
-5.93646,1.591187,2
-6.397174,-0.42383,2
-5.596823,-3.985898,2
0.792708,-2.097414,2
0.970816,0.214962,2
0.203264,1.875451,2
-9.880225,-7.133901,2
-9.162683,-3.698978,2
-0.480053,-0.305349,2
-7.54858,-7.437686,2
-9.027679,-1.265639,2
-4.92782,-1.914045,2
-0.561005,-2.0116,2
-8.500487,-2.315002,2
0.070442,-2.183057,2
-5.717683,-8.585272,2
-8.113874,-3.240352,2
-9.26844,-5.280316,2
-8.971169,-7.148943,2
-8.776198,-0.441454,2
-8.043078,-0.832918,2
-1.305184,-0.106525,2
-9.372288,-5.977308,2
-5.083897,-9.987309,2
-10.077025,-6.02945,2
-2.843904,0.162109,2
-7.58342,-7.313491,2
-8.864825,-3.184883,2
-2.305527,-0.10557,2
-5.259503,-7.555387,2
-10.091047,-2.58669,2
-9.689839,-6.178229,2
-8.679507,2.856675,2
-5.655882,-0.230256,2
-1.194118,-0.777712,2
-7.813074,-8.255962,2
-2.834836,0.71135,2
-5.355278,0.968889,2
-6.824481,-0.351325,2
-5.763871,-8.82364,2
-1.582897,-0.323659,2
-6.035225,-0.389679,2
-0.283055,1.628702,2
-8.192673,-6.225705,2
-4.006709,1.139489,2
-9.187149,-3.95297,2
-7.856417,-3.555528,2
-4.349417,1.367849,2
-3.655552,0.477898,2
-8.824993,-3.334808,2
-6.107538,-8.732492,2
-2.904405,-0.413614,2
-9.572488,-3.764737,2
-6.498549,1.872082,2
-7.435215,0.775178,2
-6.899669,-0.108019,2
-9.131288,-1.266563,2
-8.361972,-1.014564,2
-0.703611,1.305016,2
-7.556272,-2.26856,2
-6.36119,0.628722,2
-9.013718,-2.704785,2
-5.231533,0.112288,2
-6.094767,1.141016,2
-10.678055,-7.828706,2
-9.592199,-5.384181,2
-3.896217,1.282006,2
-8.824915,-8.834188,2
-8.235301,-4.274711,2
-5.116395,-0.001009,2
-5.50909,3.140087,2
-10.012124,-1.7479,2
-8.763539,-5.501857,2
-7.424184,-3.231844,2
-5.346791,0.868888,2
-3.614171,0.9147,2
-8.628952,-0.96075,2
-1.783683,1.805735,2
-5.901065,0.108764,2
-8.16253,-2.140546,2
-9.119396,-4.247096,2
-4.788635,0.306401,2
-5.643108,1.247318,2
